UF	CITY	POPULATION
RS	Sede Nova	2968
RS	Segredo	7022
RS	Selbach	4773
RS	Senador Salgado Filho	2861
RS	Sentinela do Sul	5290
RS	Serafina Corrêa	13463
RS	Sério	2399
RS	Sertão	6663
RS	Sertão Santana	5791
RS	Sete de Setembro	2131
RS	Severiano de Almeida	3907
RS	Silveira Martins	2479
RS	Sinimbu	10315
RS	Sobradinho	14162
RS	Soledade	29926
RS	Tabaí	4046
RS	Tapejara	17500
RS	Tapera	10457
RS	Tapes	16557
RS	Taquara	53428
RS	Taquari	25768
RS	Taquaruçu do Sul	2849
RS	Tavares	5160
RS	Tenente Portela	13906
RS	Terra de Areia	9709
RS	Teutônia	25105
RS	Tio Hugo	2593
RS	Tiradentes do Sul	6928
RS	Toropi	3070
RS	Torres	32358
RS	Tramandaí	39891
RS	Travesseiro	2379
RS	Três Arroios	3015
RS	Três Cachoeiras	10390
RS	Três Coroas	22905
RS	Três de Maio	23333
RS	Três Forquilhas	3073
RS	Três Palmeiras	4388
RS	Três Passos	23467
RS	Trindade do Sul	5905
RS	Triunfo	23976
RS	Tucunduva	5907
RS	Tunas	4378
RS	Tupanci do Sul	1723
RS	Tupanciretã	22556
RS	Tupandi	3604
RS	Tuparendi	8793
RS	Turuçu	3829
RS	Ubiretama	2440
RS	União da Serra	1666
RS	Unistalda	2392
RS	Uruguaiana	123743
RS	Vacaria	59938
RS	Vale do Sol	10817
RS	Vale Real	4741
RS	Vale Verde	3227
RS	Vanini	1956
RS	Venâncio Aires	64442
RS	Vera Cruz	22702
RS	Veranópolis	23904
RS	Vespasiano Correa	1973
RS	Viadutos	5663
RS	Viamão	253264
RS	Vicente Dutra	5569
RS	Victor Graeff	3080
RS	Vila Flores	3169
RS	Vila Lângaro	2230
RS	Vila Maria	4159
RS	Vila Nova do Sul	4255
RS	Vista Alegre	2871
RS	Vista Alegre do Prata	1492
RS	Vista Gaúcha	2713
RS	Vitória das Missões	3652
RS	Westfalia	2716
RS	Xangri-lá	10602
MS	Água Clara	13183
MS	Alcinópolis	4299
MS	Amambaí	33426
MS	Anastácio	22364
MS	Anaurilândia	8380
MS	Angélica	7253
MS	Antônio João	8350
MS	Aparecida do Taboado	19819
MS	Aquidauana	44920
MS	Aral Moreira	9236
MS	Bandeirantes	5888
MS	Bataguassu	18687
MS	Batayporã	10564
MS	Bela Vista	22868
MS	Bodoquena	8168
MS	Bonito	17275
MS	Brasilândia	12136
MS	Caarapó	22723
MS	Camapuã	13192
MS	Campo Grande	724524
MS	Caracol	5095
MS	Cassilândia	20916
MS	Chapadão do Sul	16193
MS	Corguinho	4165
MS	Coronel Sapucaia	13979
MS	Corumbá	96373
MS	Costa Rica	18277
MS	Coxim	31816
MS	Deodápolis	11261
MS	Dois Irmãos do Buriti	9350
MS	Douradina	4900
MS	Dourados	181869
MS	Eldorado	11934
MS	Fátima do Sul	18789
MS	Figueirão	3280
MS	Glória de Dourados	9644
MS	Guia Lopes da Laguna	10208
MS	Iguatemi	14632
MS	Inocência	7342
MS	Itaporã	18605
MS	Itaquiraí	16924
MS	Ivinhema	20567
MS	Japorã	7362
MS	Jaraguari	5577
MS	Jardim	23341
MS	Jateí	3808
MS	Juti	5353
MS	Ladário	17906
MS	Laguna Carapã	5813
MS	Maracaju	30912
MS	Miranda	23965
MS	Mundo Novo	15968
MS	Naviraí	43391
MS	Nioaque	15203
MS	Nova Alvorada do Sul	12026
MS	Nova Andradina	43495
MS	Novo Horizonte do Sul	4967
MS	Paranaíba	38969
MS	Paranhos	11092
MS	Pedro Gomes	8307
MS	Ponta Porã	72207
MS	Porto Murtinho	14861
MS	Ribas do Rio Pardo	19159
MS	Rio Brilhante	26560
MS	Rio Negro	4961
MS	Rio Verde de Mato Grosso	18579
MS	Rochedo	4346
MS	Santa Rita do Pardo	7162
MS	São Gabriel do Oeste	21063
MS	Selvíria	6413
MS	Sete Quedas	10659
MS	Sidrolândia	38147
MS	Sonora	12548
MS	Tacuru	9203
MS	Taquarussu	3117
MS	Terenos	14458
MS	Três Lagoas	85914
MS	Vicentina	5627
MT	Acorizal	5530
MT	Água Boa	18991
MT	Alta Floresta	49140
MT	Alto Araguaia	13790
MT	Alto Boa Vista	5025
MT	Alto Garças	9132
MT	Alto Paraguai	8144
MT	Alto Taquari	6058
MT	Apiacás	7926
MT	Araguaiana	2974
MT	Araguainha	1117
MT	Araputanga	15335
MT	Arenápolis	9869
MT	Aripuanã	19100
MT	Barão de Melgaço	7619
MT	Barra do Bugres	32490
MT	Barra do Garças	53243
MT	Bom Jesus do Araguaia	4520
MT	Brasnorte	13975
MT	Cáceres	84175
MT	Campinápolis	13666
MT	Campo Novo do Parecis	22322
MT	Campo Verde	25924
MT	Campos de Júlio	4770
MT	Canabrava do Norte	5337
MT	Canarana	17183
MT	Carlinda	12108
MT	Castanheira	7808
MT	Chapada dos Guimarães	17377
MT	Cláudia	10670
MT	Cocalinho	5841
MT	Colíder	30695
MT	Colniza	27882
MT	Comodoro	17939
MT	Confresa	21361
MT	Conquista D'Oeste	3106
MT	Cotriguaçu	13740
MT	Cuiabá	526831
MT	Curvelândia	4835
MT	Denise	10349
MT	Diamantino	18428
MT	Dom Aquino	8261
MT	Feliz Natal	10279
MT	Figueirópolis D'Oeste	3648
MT	Gaúcha do Norte	5816
MT	General Carneiro	4803
MT	Glória D'Oeste	3124
MT	Guarantã do Norte	30754
MT	Guiratinga	13883
MT	Indiavaí	2524
MT	Ipiranga do Norte	4129
MT	Itanhangá	4703
MT	Itaúba	4625
MT	Itiquira	12159
MT	Jaciara	24945
MT	Jangada	8058
MT	Jauru	10774
MT	Juara	32023
MT	Juína	38422
MT	Juruena	8731
MT	Juscimeira	11830
MT	Lambari D'Oeste	4870
MT	Lucas do Rio Verde	30741
MT	Luciára	2405
MT	Marcelândia	14084
MT	Matupá	14243
MT	Mirassol d'Oeste	24538
MT	Nobres	14862
MT	Nortelândia	6237
MT	Nossa Senhora do Livramento	12386
MT	Nova Bandeirantes	12742
MT	Nova Brasilândia	4891
MT	Nova Canaã do Norte	12652
MT	Nova Guarita	4877
MT	Nova Lacerda	4949
MT	Nova Marilândia	2315
MT	Nova Maringá	5554
MT	Nova Monte Verde	8133
MT	Nova Mutum	24368
MT	Nova Nazaré	2745
MT	Nova Olímpia	19474
MT	Nova Santa Helena	3347
MT	Nova Ubiratã	7782
MT	Nova Xavantina	18670
MT	Novo Horizonte do Norte	3802
MT	Novo Mundo	6725
MT	Novo Santo Antônio	2110
MT	Novo São Joaquim	6880
MT	Paranaíta	11540
MT	Paranatinga	20033
MT	Pedra Preta	15638
MT	Peixoto de Azevedo	28987
MT	Planalto da Serra	2734
MT	Poconé	31118
MT	Pontal do Araguaia	4966
MT	Ponte Branca	1794
MT	Pontes e Lacerda	37910
MT	Porto Alegre do Norte	9639
MT	Porto dos Gaúchos	6116
MT	Porto Esperidião	9606
MT	Porto Estrela	4011
MT	Poxoréo	17592
MT	Primavera do Leste	44729
MT	Querência	10682
MT	Reserva do Cabaçal	2505
MT	Ribeirão Cascalheira	8677
MT	Ribeirãozinho	2107
MT	Rio Branco	5053
MT	Rondolândia	3348
MT	Rondonópolis	172783
MT	Rosário Oeste	18031
MT	Salto do Céu	3650
MT	Santa Carmem	4319
MT	Santa Cruz do Xingu	2116
MT	Santa Rita do Trivelato	2478
MT	Santa Terezinha	7293
MT	Santo Afonso	2855
MT	Santo Antônio do Leste	3249
MT	Santo Antônio do Leverger	19197
MT	São Félix do Araguaia	10713
MT	São José do Povo	3305
MT	São José do Rio Claro	17345
MT	São José do Xingu	4198
MT	São José dos Quatro Marcos	19001
MT	São Pedro da Cipa	4028
MT	Sapezal	14254
MT	Serra Nova Dourada	1349
MT	Sinop	105762
MT	Sorriso	55134
MT	Tabaporã	10484
MT	Tangará da Serra	76657
MT	Tapurah	10478
MT	Terra Nova do Norte	14584
MT	Tesouro	3109
MT	Torixoréu	4101
MT	União do Sul	3998
MT	Vale de São Domingos	2873
MT	Várzea Grande	230307
MT	Vera	9188
MT	Vila Bela da Santíssima Trindade	13886
MT	Vila Rica	18934
GO	Abadia de Goiás	5868
GO	Abadiânia	12640
GO	Acreúna	18553
GO	Adelândia	2510
GO	Água Fria de Goiás	5008
GO	Água Limpa	2074
GO	Águas Lindas de Goiás	131884
GO	Alexânia	20033
GO	Aloândia	2065
GO	Alto Horizonte	3136
GO	Alto Paraíso de Goiás	6638
GO	Alvorada do Norte	8217
GO	Amaralina	3492
GO	Americano do Brasil	4698
GO	Amorinópolis	3527
GO	Anápolis	325544
GO	Anhanguera	966
GO	Anicuns	17705
GO	Aparecida de Goiânia	475303
GO	Aparecida do Rio Doce	2702
GO	Aporé	3554
GO	Araçu	3880
GO	Aragarças	17156
GO	Aragoiânia	7243
GO	Araguapaz	7482
GO	Arenópolis	3495
GO	Aruanã	6476
GO	Aurilândia	3719
GO	Avelinópolis	2375
GO	Baliza	3299
GO	Barro Alto	6446
GO	Bela Vista de Goiás	20615
GO	Bom Jardim de Goiás	8372
GO	Bom Jesus de Goiás	19574
GO	Bonfinópolis	6744
GO	Bonópolis	3160
GO	Brazabrantes	3142
GO	Britânia	5073
GO	Buriti Alegre	8287
GO	Buriti de Goiás	2238
GO	Buritinópolis	3442
GO	Cabeceiras	6610
GO	Cachoeira Alta	8103
GO	Cachoeira de Goiás	1410
GO	Cachoeira Dourada	7567
GO	Caçu	10892
GO	Caiapônia	15747
GO	Caldas Novas	62204
GO	Caldazinha	3157
GO	Campestre de Goiás	3411
GO	Campinaçu	3765
GO	Campinorte	9697
GO	Campo Alegre de Goiás	5767
GO	Campo Limpo de Goiás	5596
GO	Campos Belos	18238
GO	Campos Verdes	6331
GO	Carmo do Rio Verde	8897
GO	Castelândia	3530
GO	Catalão	75623
GO	Caturaí	4477
GO	Cavalcante	9875
GO	Ceres	18637
GO	Cezarina	7361
GO	Chapadão do Céu	5289
GO	Cidade Ocidental	48589
GO	Cocalzinho de Goiás	14762
GO	Colinas do Sul	3856
GO	Córrego do Ouro	2633
GO	Corumbá de Goiás	9190
GO	Corumbaíba	8001
GO	Cristalina	36614
GO	Cristianópolis	3041
GO	Crixás	14547
GO	Cromínia	3618
GO	Cumari	3055
GO	Damianópolis	3507
GO	Damolândia	2688
GO	Davinópolis	2013
GO	Diorama	2236
GO	Divinópolis de Goiás	5344
GO	Doverlândia	8344
GO	Edealina	3718
GO	Edéia	10251
GO	Estrela do Norte	3174
GO	Faina	6918
GO	Fazenda Nova	6373
GO	Firminópolis	10286
GO	Flores de Goiás	10382
GO	Formosa	90212
GO	Formoso	5241
GO	Gameleira de Goiás	3289
GO	Goianápolis	11159
GO	Goiandira	4925
GO	Goianésia	53806
GO	Goiânia	1244645
GO	Goianira	24110
GO	Goiás	24472
GO	Goiatuba	31225
GO	Gouvelândia	4507
GO	Guapó	13586
GO	Guaraíta	2394
GO	Guarani de Goiás	4105
GO	Guarinos	2411
GO	Heitoraí	3556
GO	Hidrolândia	14004
GO	Hidrolina	4157
GO	Iaciara	12674
GO	Inaciolândia	5650
GO	Indiara	12703
GO	Inhumas	44983
GO	Ipameri	23114
GO	Ipiranga de Goiás	2813
GO	Iporá	31060
GO	Israelândia	2827
GO	Itaberaí	30609
GO	Itaguari	4254
GO	Itaguaru	5467
GO	Itajá	5409
GO	Itapaci	16003
GO	Itapirapuã	8208
GO	Itapuranga	24832
GO	Itarumã	5338
GO	Itauçu	8710
GO	Itumbiara	88109
GO	Ivolândia	2718
GO	Jandaia	6373
GO	Jaraguá	38968
GO	Jataí	81972
GO	Jaupaci	2998
GO	Jesúpolis	2201
GO	Joviânia	6731
GO	Jussara	18814
GO	Lagoa Santa	1225
GO	Leopoldo de Bulhões	8916
GO	Luziânia	196046
GO	Mairipotaba	2655
GO	Mambaí	6454
GO	Mara Rosa	10409
GO	Marzagão	2053
GO	Matrinchã	4325
GO	Maurilândia	10769
GO	Mimoso de Goiás	2836
GO	Minaçu	31041
GO	Mineiros	45189
GO	Moiporá	1848
GO	Monte Alegre de Goiás	7155
GO	Montes Claros de Goiás	7844
GO	Montividiu	9255
GO	Montividiu do Norte	4395
GO	Morrinhos	38997
GO	Morro Agudo de Goiás	2339
GO	Mossâmedes	4954
GO	Mozarlândia	13123
GO	Mundo Novo	6877
GO	Mutunópolis	3954
GO	Nazário	7223
GO	Nerópolis	19392
GO	Niquelândia	38517
GO	Nova América	2200
GO	Nova Aurora	2094
GO	Nova Crixás	12603
GO	Nova Glória	8470
GO	Nova Iguaçu de Goiás	2622
GO	Nova Roma	3555
GO	Nova Veneza	6884
GO	Novo Brasil	3451
GO	Novo Gama	83599
GO	Novo Planalto	3986
GO	Orizona	14374
GO	Ouro Verde de Goiás	4430
GO	Ouvidor	4736
GO	Padre Bernardo	25969
GO	Palestina de Goiás	3229
GO	Palmeiras de Goiás	21199
GO	Palmelo	2260
GO	Palminópolis	3622
GO	Panamá	2618
GO	Paranaiguara	7724
GO	Paraúna	10926
GO	Perolândia	2748
GO	Petrolina de Goiás	9864
GO	Pilar de Goiás	2852
GO	Piracanjuba	23310
GO	Piranhas	11139
GO	Pirenópolis	20460
GO	Pires do Rio	26857
GO	Planaltina	76376
GO	Pontalina	16226
GO	Porangatu	39238
GO	Porteirão	3008
GO	Portelândia	3310
GO	Posse	28850
GO	Professor Jamil	3298
GO	Quirinópolis	38064
GO	Rialma	10485
GO	Rianápolis	4167
GO	Rio Quente	2959
GO	Rio Verde	149382
GO	Rubiataba	18025
GO	Sanclerlândia	7647
GO	Santa Bárbara de Goiás	5658
GO	Santa Cruz de Goiás	3542
GO	Santa Fé de Goiás	4594
GO	Santa Helena de Goiás	35027
GO	Santa Isabel	3485
GO	Santa Rita do Araguaia	5873
GO	Santa Rita do Novo Destino	3372
GO	Santa Rosa de Goiás	2851
GO	Santa Tereza de Goiás	4145
GO	Santa Terezinha de Goiás	11558
GO	Santo Antônio da Barra	4134
GO	Santo Antônio de Goiás	3893
GO	Santo Antônio do Descoberto	55621
GO	São Domingos	9786
GO	São Francisco de Goiás	5713
GO	São João da Paraúna	1699
GO	São João d'Aliança	8177
GO	São Luís de Montes Belos	26784
GO	São Luíz do Norte	4266
GO	São Miguel do Araguaia	22468
GO	São Miguel do Passa Quatro	3680
GO	São Patrício	2051
GO	São Simão	13832
GO	Senador Canedo	70559
GO	Serranópolis	7333
GO	Silvânia	18370
GO	Simolândia	6915
GO	Sítio d'Abadia	3251
GO	Taquaral de Goiás	3404
GO	Teresina de Goiás	2773
GO	Terezópolis de Goiás	5620
GO	Três Ranchos	2862
GO	Trindade	97491
GO	Trombas	3537
GO	Turvânia	4962
GO	Turvelândia	3852
GO	Uirapuru	3021
GO	Uruaçu	33382
GO	Uruana	13712
GO	Urutaí	2727
GO	Valparaíso de Goiás	114450
GO	Varjão	3649
GO	Vianópolis	12187
GO	Vicentinópolis	5919
GO	Vila Boa	4198
GO	Vila Propício	5044
DF	Brasília	2455903
